,text,affect_isr,affect_pal,attitude
37,"🙏🙏🙏🇮🇱🌹 Сиона крепка, как никогда! Поддерживаем Израиль в этом нелегком пути.",0,2,0
1000,"Замечаю, что за ХАМАС много болеют, ведь Израиль многих обидел.",1,2,1
970,Зачем выставлять свою глупость на показ в виде антисемитских заявлений?,2,0,0
88,Израиль виновен в порождении насилия и нацизма,1,2,1
457,Израиль тут не прав!,1,2,1
1120,Цахал настоящие фашисты,1,2,1
1364,"Палестина не является страной, их язык чужой. Все ресурсы они берут у Израиля, а отвечает только насилием и разрушениями.",2,0,0
1107,Хамас что-то не особо радует своих гостей.,2,2,2
1183,"Даже доктор Петров был поражён, узнав, что с 1929 года Израиль считается собственностью Ротшильдов. В ролике Марии Ивановой он наконец-то понял, почему в СССР ФИО писалось с заглавной буквы, а в Израиле всё капслоком.",2,2,2
967,Пожалей свою репутацию и прекрати антисемитские выходки.,2,0,0
906,Мы привержены миру в Палестине  ,2,1,1
